ID,Nombre,Apellidos,Provincia
637,Maite,Bertrán Vives,Jaén
638,Lola,Fuentes Luna,Vizcaya
639,Celso,Sevillano Baeza,Navarra
640,Casemiro,Zabaleta España,Álava
641,América,Guijarro Escribano,Huesca
642,Luís,Escamilla Infante,Ávila
643,Corona,Castañeda Viña,Asturias
644,Nazaret,Priego Iglesias,Pontevedra
645,Toni,Almagro Mosquera,Guipúzcoa
646,Mar,Ramirez Carvajal,La Rioja
647,Tristán,Zamorano Bernat,Segovia
648,Jose Carlos,Gil Juárez,Toledo
649,José María,Garmendia Torrent,Valladolid
650,María Carmen,Amorós Reguera,Gerona
651,Tere,Calzada Bayón,Zaragoza
652,Chus,Dalmau Hierro,Ciudad Real
653,Cloe,Ferrer Rius,Badajoz
654,Belen,Gonzalo Oliver,Málaga
655,Tadeo,Roman Saldaña,Cuenca
656,Baltasar,Zabaleta Rosado,Soria
657,Ciríaco,Menéndez Santana,Guadalajara
658,Gabriel,Ramírez Rebollo,Valladolid
659,Rodrigo,García Maestre,Las Palmas
660,Ana,Uría Díaz,Valencia
661,Rosario,Jara Dueñas,Zaragoza
662,Epifanio,Bayón Carrera,Vizcaya
663,Roldán,Ledesma Escudero,Valladolid
664,Fabián,Arce Gomis,Vizcaya
665,Fátima,Ángel Cuesta,Segovia
666,Eloísa,Alcalde Dominguez,Santa Cruz de Tenerife
667,Moisés,Villegas Canet,Burgos
668,Florina,Lloret Ferrer,Cuenca
669,Nilo,Bonet Estévez,Burgos
670,Gabriel,Izquierdo Balaguer,Badajoz
671,Manuela,Amo Alfaro,Castellón
672,Casandra,Coello Domínguez,Alicante
673,Albina,Fonseca Ramírez,Melilla
674,Juana,Ibarra Gracia,Orense
675,Clarisa,Muñoz Cervantes,Álava
676,Benigno,Barón Morales,Córdoba
677,Paola,Marqués Somoza,Soria
678,Águeda,Belda Pedrero,Salamanca
679,Carmelo,Hernández Llorente,Granada
680,Dora,Sebastián Romero,Tarragona
681,Emiliano,Gimeno Bauzà,Pontevedra
682,Virginia,Carrillo Dalmau,Guipúzcoa
683,Blanca,Berenguer Colom,Tarragona
684,Rosalina,Sánchez Cabello,Teruel
685,Irma,Garay Flor,Baleares
686,Marita,Piñeiro Infante,Segovia
687,Leonardo,Robles Roda,Murcia
688,Abel,Cánovas Martin,Ávila
689,Ramiro,Porta Teruel,Sevilla
690,Áurea,Cañete Pinto,Cuenca
691,Ramiro,Escobar Botella,Santa Cruz de Tenerife
692,Candela,Redondo Uría,Ciudad Real
693,Piedad,Quiroga Sarabia,Las Palmas
694,Yago,Cano Olivé,Valladolid
695,Manu,Cabezas Gallo,Santa Cruz de Tenerife
696,Cleto,Pareja Ortiz,Santa Cruz de Tenerife
697,Alcides,Garzón Aznar,Lugo
698,Flavio,Ferreras Verdú,Madrid
699,Gisela,Pazos Riquelme,Huesca
700,Edelmiro,Tejero Montaña,Málaga
701,Zoraida,Agullo González,Córdoba
702,José,Juárez Arias,Soria
703,Plinio,Campoy Barrera,Soria
704,Isaura,Talavera Bustos,Baleares
705,Judith,Colom Galván,Lérida
706,Eusebia,Boada Palau,Pontevedra
707,Ambrosio,Dalmau Goicoechea,Cádiz
708,Begoña,Chaparro Benitez,Zamora
709,Noelia,Serra Arce,Álava
710,Florinda,Mena Ojeda,Jaén
711,Adelina,Villaverde Barranco,Palencia
712,Galo,Sierra Pedro,Asturias
713,Victor Manuel,Vaquero Bravo,Teruel
714,Cornelio,Ferrándiz Cano,Zaragoza
715,Eva,Pulido Salvador,Burgos
716,Gracia,Quiroga Sarmiento,León
717,Casandra,Rey Lastra,Salamanca
718,Heraclio,Recio Verdejo,Pontevedra
719,Marcelino,Caro Bru,Orense
720,Cebrián,Pinto Solana,Álava
721,Elpidio,Román Carreño,La Rioja
722,Victoriano,Marti Galán,Asturias
723,Carmina,Aramburu Pedraza,Cáceres
724,Cecilio,Céspedes Jiménez,León
725,Emperatriz,Martínez Carrión,Madrid
726,Albina,Rovira Morera,Málaga
727,Azahar,Toledo Robledo,Barcelona
728,Asunción,Gallo Mata,Alicante
729,Lucila,Alfaro Álvarez,Burgos
730,Ana,Pera Roman,Zamora
731,Raúl,Gutierrez Luque,Alicante
732,Isa,Perales Angulo,Salamanca
733,Lara,Parra Contreras,Lugo
734,Narcisa,Carmona Palacios,Álava
735,Ricarda,Salcedo Pont,Álava
736,Juan Francisco,Río Duque,Soria
737,Evangelina,Carpio Peralta,Ávila
738,Elías,Anglada Andres,Orense
739,Bautista,Palma Batlle,Gerona
740,Gabriela,Durán Sacristán,Cáceres
741,Diana,Gimeno Asenjo,Vizcaya
742,Diego,Roselló Salinas,Zamora
743,Mirta,Llopis Campoy,Ávila
744,Arturo,Aliaga Olivé,Madrid
745,Pepe,Soria Nevado,Cuenca
746,Augusto,Zapata Bou,Gerona
747,Nydia,Cáceres Tudela,Sevilla
748,Lázaro,Jerez Llano,La Rioja
749,Blas,Bravo Varela,Melilla
750,Luna,Huerta Cornejo,Alicante
751,Mónica,Macias Chamorro,Huelva
752,Marino,Carbajo Poza,Lugo
753,Salvador,Echevarría Bernad,Cuenca
754,Jose Manuel,Adadia Chico,Asturias
755,Griselda,Bermúdez Córdoba,Navarra
756,Isidora,Carretero Jaén,Gerona
757,Martina,Mosquera Guillén,Cuenca
758,Néstor,Lopez Gimeno,Toledo
759,Rosalina,Gaya Canales,Orense
760,Teresa,Coloma Peinado,Orense
761,Clemente,Garzón Jerez,Jaén
762,Pedro,Valdés Alcalde,Segovia
763,Adoración,Beltrán Ramírez,Albacete
764,Julie,Terrón Adadia,Gerona
765,Efraín,Cabanillas Lozano,Lugo
766,Saturnino,Ríos Borrás,Málaga
767,Marcial,Duarte Parejo,Granada
768,Bernardino,Garcés Barranco,Málaga
769,Florentino,Almazán Artigas,Cáceres
770,Ariadna,Castrillo Cabezas,Cuenca
771,Sofía,Alberola Mendez,Guipúzcoa
772,Hernando,Codina Pina,Huelva
773,Sarita,Herranz Pera,Santa Cruz de Tenerife
774,Valentina,Arcos Perea,Asturias
775,Noé,Cid Viana,Salamanca
776,Marina,Ordóñez Seco,Barcelona
777,Enrique,Balaguer Pelayo,Álava
778,Prudencia,Dávila Camino,Almería
779,Zaida,Barberá Duque,Madrid
780,Isidoro,Martorell Pelayo,Ávila
781,Victorino,Garay Llamas,Santa Cruz de Tenerife
782,Carlota,Castro Guardiola,Gerona
783,Dionisia,Palmer Crespi,Soria
784,Remedios,Quintanilla Bustamante,Málaga
785,Carmina,Calvo Frutos,Gerona
786,María Teresa,Fuentes Barrios,Segovia
787,Isaías,Cabezas Catalá,Granada
788,Enrique,Nogués Palau,León
789,Edgardo,Montserrat Hoyos,Toledo
790,Jovita,Peñalver Agustín,Zamora
791,Edmundo,Cid Llorente,Las Palmas
792,Reyes,Castells Ponce,León
793,Prudencio,Prats Girona,León
794,Victoriano,Ureña Llorens,Valladolid
795,Leonel,Priego Almazán,Segovia
796,Juanita,Expósito Miró,Vizcaya
797,Benjamín,Carmona Cisneros,Valencia
798,Lorenza,Gonzalez Quesada,Málaga
799,Santos,Velasco Sala,Ávila
800,Bartolomé,Rodriguez Casal,Cáceres
801,Rafa,Sobrino Gomez,Córdoba
802,Asdrubal,Nevado Urrutia,Segovia
803,Buenaventura,Enríquez Osorio,Pontevedra
804,Silvestre,Morera Roura,Santa Cruz de Tenerife
805,Íñigo,Cerdán Granados,Segovia
806,Genoveva,Tamayo Villalonga,León
807,Etelvina,Gómez Goicoechea,Cádiz
808,Susanita,Donaire Moreno,Alicante
809,Amando,Bertrán Ayuso,Pontevedra
810,Melchor,Figueras Cerezo,Albacete
811,Priscila,Alcaraz Balaguer,Baleares
812,Sigfrido,Cervera Escudero,Valencia
813,Rosalinda,Rebollo Rozas,Valladolid
814,Estrella,González Herrero,La Rioja
815,Custodia,Becerra Garmendia,Orense
816,Anastasia,Carranza Pellicer,Álava
817,Victorino,Rivas Barreda,Ciudad Real
818,Samanta,Alarcón Lopez,Lugo
819,Silvio,Perea Marquez,Baleares
820,Benigna,Aguilar Sosa,Córdoba
821,Anunciación,Cuadrado Sacristán,Ávila
822,Amor,Portero Abril,Córdoba
823,Isaura,Campoy Roman,Huelva
824,Estela,Barros Miró,La Coruña
825,Gregorio,Aguilar Aragón,Almería
826,Fidela,Agustín Tejedor,Cáceres
827,Lope,Cobo Abad,Cuenca
828,Asdrubal,Domingo Recio,Pontevedra
829,Soraya,Hervia Pinto,Ciudad Real
830,Sancho,Gimeno Hoz,Orense
831,Ángela,Chaves Cadenas,Málaga
832,Adolfo,Asensio Gil,Palencia
833,Adora,Clemente Camino,Huelva
834,Mayte,Baró Millán,Sevilla
835,Maxi,Mariño Bello,Las Palmas
836,Lucio,Arjona Conde,Cáceres
837,Bernardino,Bastida Carrera,La Rioja
838,Lorenzo,Zamorano Pujol,Almería
839,Pedro,Guitart Viñas,Huesca
840,Oriana,Ariño Ruano,Albacete
841,Osvaldo,Pascual Gutierrez,Cádiz
842,Eleuterio,Gallart Elías,Asturias
843,Teodoro,Arranz Ferrando,Murcia
844,Micaela,Marti Falcó,Valencia
845,Ruy,Flores Márquez,Sevilla
846,Luciana,Ramírez Pujadas,Huesca
847,Chita,Zamora Lago,Cuenca
848,Esperanza,Márquez Gil,Teruel
849,Octavia,Samper Gisbert,Guipúzcoa
850,Soledad,Valenciano Carpio,Barcelona
851,Nydia,Guillén Perez,Barcelona
852,Loreto,Baena Prada,Soria
853,Estrella,Nicolau Amaya,Cuenca
854,Alba,Peñalver Borrás,Jaén
855,Paola,Mateos Vizcaíno,Castellón
856,Nicanor,Castell Dominguez,Lérida
857,Leopoldo,Pérez Amador,Teruel
858,Íngrid,Isern Barrera,Barcelona
859,Olimpia,Jiménez Mas,Cáceres
860,Sergio,Baena Villa,Albacete
861,Wilfredo,Colomer Naranjo,Guipúzcoa
862,Mario,Navas Rocamora,Cuenca
863,Ascensión,Casado Mayo,Soria
864,Felix,Duque Cañellas,La Rioja
865,Arcelia,Amador Almazán,Álava
866,Samuel,Raya Osorio,Guipúzcoa
867,Rolando,Sanz Manzano,Zaragoza
868,Brunilda,Arteaga Benavente,Segovia
869,Tamara,Mayol Saldaña,Cuenca
870,Cebrián,Leal Cánovas,Guipúzcoa
871,Camilo,Piña Carvajal,Barcelona
872,Claudia,Bauzà Macías,Zaragoza
873,Candelaria,Gallart Feliu,Las Palmas
874,Catalina,Múñiz Serrano,Jaén
875,María Carmen,Ferrero Portillo,Pontevedra
876,Ascensión,Burgos Castejón,Ceuta
877,Lope,Lara Rojas,Huelva
878,Ani,Díez Vallés,Álava
879,Rogelio,Almansa Andrade,Segovia
880,Hernán,Hervás Badía,La Rioja
881,Vicente,Ropero Gallart,Cáceres
882,Noelia,Serrano Pozuelo,Barcelona
883,Lidia,Robles Valle,Badajoz
884,Otilia,Barreda Duque,Navarra
885,Ainara,Hernández Riquelme,Valencia
886,Olimpia,Durán Armengol,Segovia
887,Benita,Borrás Gomila,Soria
888,Cecilia,Galvez Araujo,Murcia
889,Candela,Pedrosa Aragonés,Vizcaya
890,Reinaldo,Páez Duarte,Guipúzcoa
891,Ágata,Vazquez Acuña,Albacete
892,Francisco Javier,Benavent Estevez,Cuenca
893,Cecilia,Lumbreras Quintero,Valladolid
894,Clímaco,Godoy Caro,Cantabria
895,Celso,Lozano Torrents,Sevilla
896,Aureliano,Cañizares Malo,Lugo
897,María Fernanda,Rocamora Lillo,Soria
898,Angelita,Rovira Cifuentes,Orense
899,Evaristo,Sainz Mate,Huesca
900,Erasmo,Gordillo Solé,La Rioja
901,Pastora,Moliner Carrión,Huelva
902,Iván,Benavides Montesinos,Lugo
903,Blas,Alfaro Benito,Granada
904,Beatriz,Suárez Viana,La Rioja
905,Martin,Guitart Nieto,Huelva
906,Luis,Díez Santos,Gerona
907,Primitiva,Gimeno Morell,Álava
908,Agustina,Blanch Prada,Córdoba
909,Úrsula,Campo Calatayud,Sevilla
910,Rosenda,Bárcena Malo,Navarra
911,Gil,Agustín Salas,Salamanca
912,Bruno,Giralt Priego,Palencia
913,Amaya,Leiva Gil,Orense
914,Cristóbal,Rivero Garriga,Álava
915,Jafet,Burgos Mancebo,Asturias
916,Darío,Lillo Ugarte,Córdoba
917,Jose Luis,Álvarez Belda,Cáceres
918,Tomás,Jara Carrión,Málaga
919,Amando,Lucena Cordero,Palencia
920,Antonia,Maestre Romero,Cantabria
921,Cintia,Marti Rios,Álava
922,Gastón,Anaya Raya,Navarra
923,Ema,Ballesteros Carballo,Ávila
924,Sonia,Bartolomé Fuster,Lérida
925,Miguela,Fernández Saldaña,Guadalajara
926,Leocadia,Cordero Lago,Albacete
927,Pablo,Rovira Royo,La Coruña
928,Adalberto,Portero Planas,Guadalajara
929,Brígida,Ariño Luz,Almería
930,Bruno,Herranz Elías,Huesca
931,María Teresa,Nogueira Tenorio,Vizcaya
932,Sancho,Bayo Nebot,Madrid
933,Ezequiel,Villanueva Palomar,Teruel
934,María,Villa Contreras,Sevilla
935,Cornelio,Reig Paz,Palencia
936,Margarita,Botella Armengol,Toledo
937,Germán,Badía Colomer,Santa Cruz de Tenerife
938,Reyna,Cano Ferrero,Orense
939,Toño,Mur Rubio,Palencia
940,Vinicio,Exposito Oller,Tarragona
941,Román,Gual Fernández,Segovia
942,Diego,Rubio Castro,Baleares
943,Juan Pablo,Catalá Escobar,Vizcaya
944,Cristian,Trillo Alcolea,Cuenca
945,Olga,Rodrigo Pagès,Cantabria
946,Apolinar,Esparza Asenjo,Cádiz
947,Melania,Bauzà Larrañaga,Palencia
948,Calixto,Nicolau Salas,Valladolid
949,Severiano,Vargas Santiago,Alicante
950,Juan José,Jove Blanes,Castellón
951,Roxana,Ayala Palomo,Castellón
952,Gerónimo,Rueda Gargallo,Valencia
953,Kike,Garzón Morillo,Huelva
954,Jose,Aragón Márquez,Badajoz
955,Salud,Sedano Torrecilla,Soria
956,Octavio,Navarro Catalá,Castellón
957,Lucía,Bello Pinedo,Álava
958,Gabino,Sans Mena,Jaén
959,Herberto,Casal Corral,Valencia
960,Dalila,Ródenas Ramírez,Gerona
961,Aureliano,Aguilera Aramburu,Las Palmas
962,Cleto,Solano Vidal,Toledo
963,Fito,Carranza Olmedo,Guadalajara
964,Leonor,Salgado Aguirre,Cantabria
965,Aarón,Murillo Pellicer,Castellón
966,Teodora,Hernando Fajardo,Guipúzcoa
967,Augusto,Garmendia Francisco,Soria
968,Modesto,Solsona Mariscal,Cáceres
969,Isidoro,Montalbán Llanos,Guipúzcoa
970,Jessica,Franch Lasa,León
971,Ruth,Guijarro Reguera,Lugo
972,Graciela,Aguilar Mosquera,Ceuta
973,Alma,Pera Aragón,Vizcaya
974,Sandalio,Roman Vigil,Madrid
975,Basilio,Yáñez Coloma,Pontevedra
976,Benigna,Sierra Diez,Málaga
977,Francisco Jose,Viña Mínguez,Santa Cruz de Tenerife
978,Ignacio,Torrecilla Lobato,Barcelona
979,Herminia,Lorenzo Carrillo,Ávila
980,Juan Antonio,Real Cabrero,Ávila
981,Armida,Caparrós Bueno,Zaragoza
982,Nieves,Palacio Miguel,Cantabria
983,Galo,Poza Nieto,Soria
984,Albano,Escalona Torralba,Ávila
985,Adelina,Almagro Somoza,Navarra
986,Jorge,Paniagua Pascual,Zaragoza
987,Cruz,Castro Silva,Granada
988,Odalys,Mascaró Botella,Badajoz
989,Segismundo,Sosa Bertrán,Madrid
990,Américo,Domingo Rodrigo,Teruel
991,Juan Manuel,Camino Esteban,La Coruña
992,Ámbar,Segura Recio,Zamora
993,María Luisa,Uriarte Barberá,Burgos
994,Amílcar,Belmonte Zurita,Burgos
995,Leandro,Giralt Sanjuan,La Rioja
996,Eduardo,Pellicer Doménech,Valladolid
997,Fernando,Palau Guzmán,Alicante
998,Roberto,Rojas Coll,Málaga
999,Ester,Ros Gutiérrez,Córdoba
1000,Sabas,Huerta Mora,Valencia
1001,Marcia,Rojas Montalbán,Albacete
1002,Abraham,Espinosa Silva,Navarra
1003,Ester,Elorza Bernat,Lérida
1004,Rafael,Torrens Salgado,Teruel
1005,Jacobo,Cordero Silva,Guipúzcoa
1006,Sabina,Landa Palmer,Badajoz
1007,Fidela,Asenjo Lasa,Asturias
1008,René,Lillo Palau,Gerona
1009,Jose,Martorell Beltrán,Zamora
1010,Juan José,Bellido Taboada,Álava
1011,Ibán,Benet Piña,La Rioja
1012,Emperatriz,Sanz Ribera,Albacete
1013,Clara,Amor Morillo,Murcia
1014,Josué,Cózar Gallego,Las Palmas
1015,Ainara,Mas Alberola,Guadalajara
1016,Imelda,Tenorio Salcedo,Murcia
1017,Tito,Lopez Río,Sevilla
1018,Cleto,Amat Mateos,Cantabria
1019,Santos,Fajardo Serna,Gerona
1020,Pedro,Anglada Ibañez,Toledo
1021,Carmen,Benavente Ripoll,Almería
1022,Cesar,Gallo Nicolás,Álava
1023,Mario,Castañeda Tormo,Huelva
1024,Begoña,Barbero Valdés,Huesca
1025,Araceli,Abascal Ropero,León
1026,Severo,Romero Bermúdez,Vizcaya
1027,Jafet,Vigil Nogueira,La Rioja
1028,Demetrio,Francisco Olivera,Huelva
1029,Alicia,Baeza Abellán,Guadalajara
1030,Elena,Arellano Páez,Cádiz
1031,Loreto,Raya Cuadrado,Guipúzcoa
1032,Teo,Chico Nevado,Soria
1033,Hernando,Alcaraz Agustí,León
1034,Adela,Moya Ortega,Granada
1035,Edelmiro,Albero Juan,Navarra
1036,Marisa,Almazán Campos,Las Palmas
1037,Natalia,Aller Muro,Valencia
1038,Teresa,Catalá Bárcena,Cuenca
1039,Gloria,Cantero Verdugo,Granada
1040,Luis,Vizcaíno Figuerola,Alicante
1041,Paloma,Uría Royo,Zaragoza
1042,Perla,Soria Piquer,Zamora
1043,Daniela,Casado Solera,Ávila
1044,Federico,Antúnez Bru,Albacete
1045,Onofre,Barco Valverde,Córdoba
1046,Salomón,Bolaños Garay,Guipúzcoa
1047,Salvador,Bernat Piña,Castellón
1048,Octavio,Porcel Daza,Badajoz
1049,Julio César,Ramis Santana,Granada
1050,Arturo,Requena Vergara,Madrid
1051,Gracia,Vaquero Diez,Madrid
1052,Aristides,Calvet Calvo,Salamanca
1053,Onofre,Girona Solano,Huesca
1054,Fortunata,Fortuny Ponce,Albacete
1055,Camila,Sancho Reig,Cantabria
1056,Ileana,Pallarès Catalán,Ávila
1057,Verónica,Cerdán Franch,Pontevedra
1058,Conrado,Arnau Mateo,Álava
1059,Candelas,Ferrera Blasco,León
1060,Macario,Fuster Izaguirre,Guipúzcoa
1061,Priscila,Jove Parejo,La Coruña
1062,Pablo,Ferrera Clemente,Palencia
1063,Erasmo,Exposito Nuñez,Guipúzcoa
1064,Noemí,Palomares Bejarano,Guipúzcoa
1065,Jenny,Sancho Jiménez,Toledo
1066,Felicidad,Ferrera Rius,Sevilla
1067,Nicolás,Amorós Borja,Alicante
1068,Jose Manuel,Bustos Ortega,Santa Cruz de Tenerife
1069,Priscila,Agustí Nevado,Málaga
1070,Demetrio,Ureña Juan,Ciudad Real
1071,Eduardo,Sebastián Aguilera,Vizcaya
1072,Miguel,Ferrer Bejarano,Málaga
1073,Iris,Company Bello,Santa Cruz de Tenerife
1074,Dani,Sureda Sierra,Córdoba
1075,Consuelo,Torrens Cañizares,Guipúzcoa
1076,Sabina,Espada Nieto,Palencia
1077,Donato,Agustín Nuñez,Alicante
1078,Visitación,Lasa Arenas,Ciudad Real
1079,Sara,Almagro Coll,Valencia
1080,Bernardita,Perez Ferrero,Zaragoza
1081,Alcides,Mínguez Herranz,Asturias
1082,Olalla,Lucena Domínguez,León
1083,René,Abellán Beltrán,Huesca
1084,Wilfredo,Heredia Cisneros,Lugo
1085,Godofredo,Gargallo Baeza,Álava
1086,Calixto,Escalona Casares,Alicante
1087,Aníbal,Dávila Machado,Zaragoza
1088,Judith,Diez Malo,Segovia
1089,Vicente,Tamayo Machado,Palencia
1090,Patricia,Arce Alcolea,Cantabria
1091,Anita,Castrillo Anaya,Ceuta
1092,Aránzazu,Andres Losada,Gerona
1093,Cirino,Bermejo Prada,Asturias
1094,Moreno,Vendrell Casanova,Las Palmas
1095,Loreto,Roldán Roselló,Cantabria
1096,Samuel,Cortes Arrieta,Jaén
1097,Gerardo,Ripoll Castelló,Melilla
1098,Chelo,Puig Morcillo,Tarragona
1099,José Ángel,Ropero Ponce,Teruel
1100,Alfredo,Montesinos García,Navarra
1101,Valeria,Villa Mir,Navarra
1102,Elisa,Burgos Bosch,Murcia
1103,Iris,Alonso Collado,Melilla
1104,Ceferino,Santos Llopis,Madrid
1105,Ernesto,Blasco Ortiz,Navarra
1106,Feliciano,Larrañaga Santos,Málaga
1107,Paca,Infante Montenegro,Burgos
1108,Lázaro,Bustamante Bustamante,Lérida
1109,Sebastian,Báez Guardia,Alicante
1110,Leocadia,Jordá Cervantes,Cádiz
1111,Ruperta,Arellano Sainz,Ceuta
1112,Custodio,Verdejo Galvez,Tarragona
1113,Julio César,Tello Seguí,Valencia
1114,Encarnación,Berenguer Marí,Cáceres
1115,Marita,Arregui Sarmiento,Zaragoza
1116,Baudelio,Soler Arjona,Almería
1117,Donato,Feliu Galan,Cádiz
1118,Nerea,Pallarès Checa,Palencia
1119,Rubén,Valero Fernandez,Álava
1120,Marina,Beltrán Querol,Gerona
1121,Aura,Doménech Bou,Albacete
1122,Víctor,Llobet Ortuño,Baleares
1123,Rocío,Ordóñez Caparrós,Las Palmas
1124,Kike,Elías Cabello,León
1125,Sigfrido,Cantón Cifuentes,Cádiz
1126,María Dolores,Cañete Verdugo,La Rioja
1127,Odalys,Lledó Blázquez,Castellón
1128,Áurea,Sáez Tejera,Ceuta
1129,Macaria,Contreras Martín,Palencia
1130,Teodosio,Carrera Palomino,Sevilla
1131,Mariano,Maldonado Ferrera,Palencia
1132,Elisa,Cañellas Arce,Barcelona
1133,Amando,Marín Cornejo,Tarragona
1134,Buenaventura,Expósito Barón,Pontevedra
1135,Benjamín,Melero Manuel,Ávila
1136,Leocadia,Colomer Naranjo,Ceuta
1137,Mariana,Morata Alcántara,Baleares
1138,Julie,Castelló Valderrama,Castellón
1139,Benigna,Alberdi Alcántara,Salamanca
1140,Ligia,Santana Casals,Alicante
1141,Macario,Amaya Navas,Álava
1142,Ruperta,Llorens Sánchez,Cádiz
1143,Jose Antonio,Valentín Barberá,Melilla
1144,Marisela,Bermúdez Barbero,Navarra
1145,Gisela,Vaquero Herranz,Zamora
1146,Nando,Pintor Fiol,Orense
1147,Ani,Salmerón Berrocal,Castellón
1148,Ani,Acevedo Miguel,Vizcaya
1149,Pánfilo,Vidal Cano,Cantabria
1150,Nicolasa,Cuenca Ferrera,Teruel
1151,Eduardo,Rueda Valdés,León
1152,Raúl,Arregui Bastida,Málaga
1153,Magdalena,Benitez Casal,Cáceres
1154,Maximiliano,Perelló Pi,Melilla
1155,Clemente,Oliveras Tudela,Huelva
1156,Nilo,Gallo Agullo,Granada
1157,Roberto,Ordóñez Arranz,Zaragoza
1158,Teresa,Huerta Sanjuan,Castellón
1159,Manu,Duran Pinedo,Orense
1160,Chema,Herrero Catalán,La Rioja
1161,Josué,Sacristán Quesada,Huelva
1162,Adelina,Figueroa Raya,Álava
1163,Fortunato,Macias Camps,Badajoz
1164,Juan Carlos,Viñas Marti,Zaragoza
1165,Jose Angel,Pacheco Díez,Jaén
1166,Nazaret,Alemany Ortuño,Cádiz
1167,Angelino,Adadia Lladó,Zamora
1168,Angélica,Capdevila Amador,Barcelona
1169,Tomasa,Mercader Fuster,Albacete
1170,Azucena,Padilla Rubio,León
1171,Juan Francisco,Pablo Vila,Salamanca
1172,Bienvenida,Lladó Olmedo,Cáceres
1173,Vinicio,Matas Solsona,Cantabria
1174,Íñigo,Lobo Cabrera,Cáceres
1175,Máximo,Escudero Planas,Pontevedra
1176,Maricruz,Benavente Pagès,Ávila
1177,Vasco,Bonilla Portillo,Valladolid
1178,Cecilio,Hervás Hoyos,Cádiz
1179,Jennifer,Serra Olmedo,Navarra
1180,José Antonio,Vizcaíno Alcolea,Madrid
1181,Luz,Barragán Granados,Cantabria
1182,Gertrudis,Andrés Garcia,Segovia
1183,Eva María,Suarez Aragonés,Las Palmas
1184,Rosaura,Farré Cifuentes,Badajoz
1185,Rocío,Borrell Sastre,Sevilla
1186,Fabricio,Cámara Cánovas,Zaragoza
1187,Rafa,Puga Escobar,Huesca
1188,Encarna,Sarabia Diez,Vizcaya
1189,María,Escribano Lluch,Sevilla
1190,Griselda,Sola Olivares,Melilla
1191,Berta,Serna Ros,Vizcaya
1192,Charo,Manzano Blanco,Las Palmas
1193,Pastora,Cabeza Saldaña,Sevilla
1194,Casemiro,Enríquez Ordóñez,La Coruña
1195,Nayara,Carballo Fernandez,Málaga
1196,Ileana,Almagro Escamilla,Álava
1197,Nieves,Arjona Álvarez,Murcia
1198,Lidia,Gibert Zamora,Huesca
1199,Cruz,Marí Cortina,Soria
1200,Caridad,Sancho Ayuso,Cuenca
1201,Almudena,Barreda Baeza,Cuenca
1202,Rocío,Taboada Pineda,Sevilla
1203,Asunción,Avilés Clemente,Ceuta
1204,Palmira,Valentín Puerta,Badajoz
1205,Jose Miguel,Bravo Pou,Santa Cruz de Tenerife
1206,Ernesto,Agustí Sarmiento,Zamora
1207,Belen,Arco Salamanca,Santa Cruz de Tenerife
1208,Fito,Lamas Abril,Pontevedra
1209,Saturnino,Codina Escudero,Santa Cruz de Tenerife
1210,Blanca,Rivera Bárcena,Las Palmas
1211,Valeria,Fuente Tolosa,Valencia
1212,Jose Luis,Amaya Reguera,Granada
1213,Sarita,Zamorano Ariño,Zaragoza
1214,María Del Carmen,Villegas Villanueva,Guadalajara
1215,Guiomar,Rivero Priego,Baleares
1216,Lidia,Fuente Rocamora,Lérida
1217,Daniela,Alberto Acero,Gerona
1218,Úrsula,Aller Tur,Jaén
1219,Herberto,Arnaiz González,Jaén
1220,Pacífica,Bertrán Estévez,Álava
1221,Xavier,Salvà Codina,Lérida
1222,Josué,Múgica Cid,Cantabria
1223,Teodoro,Samper Andres,Sevilla
1224,Victor,Piquer Haro,Huesca
